"","date","Bike_total","min-temp","max-temp","niederschlag","bewoelkung","sonnenstunden","LockDown1_Dummy","LockDown2_Dummy","Saturday_Dummy","Sunday_Holiday_Dummy","Pop_Up_Dummy"
"328",2018-05-29,107544,18.6,32.2,0,0.8,15.1,0,0,0,0,0
"329",2018-01-21,16922,-1.9,1.3,0,7.7,0,0,0,0,1,0
"330",2018-03-20,31166,-5.8,2.6,1.4,4.4,0.583,0,0,0,0,0
"331",2018-04-25,69702,8.8,18.7,1.3,5.4,4.967,0,0,0,0,0
"332",2018-04-11,83059,11.6,18.7,0,2.3,10.667,0,0,0,0,0
"333",2018-07-11,74611,14.3,24.8,34.7,6.3,5.983,0,0,0,0,0
"334",2018-12-30,12855,3.5,7.8,0.1,6.7,0.017,0,0,0,1,0
"335",2018-03-12,34182,6.2,10.1,9.8,7.6,0,0,0,0,0,0
"336",2018-05-08,107531,11.3,24.9,0,0.1,14.1,0,0,0,0,0
"337",2018-02-28,29123,-11.8,-5.8,0,2.5,7.733,0,0,0,0,0
"338",2018-03-31,13175,1.1,5.6,3,7.5,0,0,0,1,0,0
"339",2018-06-07,109134,12.3,28,0,1.3,15.8,0,0,0,0,0
"340",2018-02-27,32209,-11.9,-2.8,0,3.6,5.967,0,0,0,0,0
"341",2018-12-19,45316,0.2,2.9,0,7.1,0,0,0,0,0,0
"342",2018-04-24,80798,9.7,16.9,0.6,6.5,2.683,0,0,0,0,0
"343",2018-03-05,32275,-2.6,9.8,0,5.9,2.95,0,0,0,0,0
"344",2018-05-14,99440,13.2,24,0,1,14.317,0,0,0,0,0
"345",2018-02-03,19377,-1.1,3,0.1,7.6,0,0,0,1,0,0
"346",2018-10-15,84924,9.9,22,0,2.8,7.4,0,0,0,0,0
"347",2018-10-19,73412,4,14.7,0,4.2,7.117,0,0,0,0,0
"348",2018-01-17,35279,0.4,2.5,3,6.7,0,0,0,0,0,0
"349",2018-12-04,53195,2.8,10.5,0.1,3.8,3.117,0,0,0,0,0
"350",2018-09-07,74018,14.2,23.7,0.3,6.1,2.367,0,0,0,0,0
"351",2018-02-14,43353,-5.1,4.7,0,0.4,6.733,0,0,0,0,0
"352",2018-12-29,15156,4.6,7,5,7.9,0,0,0,1,0,0
"353",2018-03-07,27376,0.5,2.4,2.2,8,0,0,0,0,0,0
"354",2018-12-20,45380,2.6,5.6,0.7,7.4,0,0,0,0,0,0
"355",2018-11-20,52436,1.8,3.4,0,7.9,0,0,0,0,0,0
"356",2018-05-16,85456,11.2,22.6,0,6.5,6.183,0,0,0,0,0
"357",2018-10-24,56736,7,12.6,0.9,4.7,7.467,0,0,0,0,0
"358",2018-08-31,83920,11.8,21.6,0,5.3,6.267,0,0,0,0,0
"359",2018-05-02,81262,3.9,14.9,0,6,2.3,0,0,0,0,0
"360",2018-01-05,40570,4.2,9.6,0.1,6.6,0.033,0,0,0,0,0
"361",2018-03-15,43565,1.6,4.7,0,7.6,0,0,0,0,0,0
"362",2018-01-20,22070,-1.6,3,0.1,6.4,0.183,0,0,1,0,0
"363",2018-07-02,93938,8.6,24.9,0,2.2,12.967,0,0,0,0,0
"364",2018-09-29,48263,4.6,15.4,0,0.9,9.25,0,0,1,0,0
"365",2019-03-20,58271,-0.6,13.2,0,4.6,8.183,0,0,0,0,0
"366",2019-01-02,24817,-1.8,3.7,0.2,4.1,1.833,0,0,0,0,0
"367",2019-11-12,52508,0.9,7.4,0,6.7,0.467,0,0,0,0,0
"368",2019-03-10,13200,0.6,7.9,13.5,6.7,0.283,0,0,0,1,0
"369",2019-02-27,63322,0.7,16.7,0,1.3,9.2,0,0,0,0,0
"370",2019-08-17,44544,14.6,27.8,0.2,6.8,3.017,0,0,1,0,0
"371",2019-10-23,68898,6,17.2,0,5.1,6.15,0,0,0,0,0
"372",2019-05-21,85730,11.4,24.4,0.7,4.7,11.383,0,0,0,0,0
"373",2019-10-08,35741,5.3,13.2,2.5,7.5,0,0,0,0,0,0
"374",2019-05-12,46510,5.9,17.2,0,5,10.433,0,0,0,1,0
"375",2019-02-11,38477,1.3,7.3,0.1,5.5,0.967,0,0,0,0,0
"376",2019-05-03,65236,5.5,12.3,0,6.3,5.333,0,0,0,0,0
"377",2019-08-30,75268,20,29.9,0,3.8,7.667,0,0,0,0,0
"378",2019-05-13,76484,4.9,15.9,0,2.7,9.1,0,0,0,0,0
"379",2019-07-12,39997,16.3,22.2,1.2,6.7,2.917,0,0,0,0,0
"380",2019-10-21,66831,10,18.5,0,6.1,1.133,0,0,0,0,0
"381",2019-08-26,74379,18.4,31.7,1.4,4.3,5.25,0,0,0,0,0
"382",2019-09-21,45534,7.3,22.2,0,1.9,11.083,0,0,1,0,0
"383",2019-06-26,61460,20,37.5,0,2,14.65,0,0,0,0,0
"384",2019-03-24,33065,3.1,12,0,4.8,5.483,0,0,0,1,0
"385",2019-10-30,59981,-1.7,9.2,0,1.8,6.6,0,0,0,0,0
"386",2019-04-02,77827,1.7,15.3,0,3.3,10.683,0,0,0,0,0
"387",2019-02-20,53996,5.9,10.5,0.3,6.8,0.567,0,0,0,0,0
"388",2019-10-29,59997,1.4,9.4,0,4.1,3.5,0,0,0,0,0
"389",2019-08-18,28956,17.4,26.9,10.9,6.6,1.883,0,0,0,1,0
"390",2019-05-19,53689,11.2,26.1,0.5,4,10.15,0,0,0,1,0
"391",2019-01-08,31314,2.3,6.1,8.6,7.3,0,0,0,0,0,0
"392",2019-08-03,46175,14.6,26.2,0,4.8,9.05,0,0,1,0,0
"393",2019-07-08,56252,11.7,18,2.6,6.6,1.55,0,0,0,0,0
"394",2019-11-16,23022,2,8.9,1.3,6,0,0,0,1,0,0
"395",2019-04-25,82680,13.6,25.8,0,3.6,12.417,0,0,0,0,0
"396",2019-08-06,79327,17.6,28.6,3.1,5.8,7.183,0,0,0,0,0
"397",2019-11-29,44087,0,9.5,0,4.6,0.6,0,0,0,0,0
"398",2019-06-08,42182,14.4,22.7,0,3.8,7.65,0,0,1,0,0
"399",2019-04-29,54118,5.6,17.1,1.2,5.4,3.583,0,0,0,0,0
"400",2019-09-05,71528,12.3,22.5,0,4.3,6.4,0,0,0,0,0
"401",2019-10-13,36419,14.7,24.7,0,4,5.233,0,0,0,1,0
"402",2019-10-09,41598,10,16.1,1.6,4.8,3.467,0,0,0,0,0
"403",2019-04-19,47319,8.2,21.4,0,0,12.733,0,0,0,1,0
"404",2019-06-25,72535,19.3,33.7,0,4.5,14.767,0,0,0,0,0
"405",2019-01-07,36329,0.4,5.8,5.9,7.6,0,0,0,0,0,0
"406",2019-04-22,41394,7.2,18.6,0,1.1,13.067,0,0,0,1,0
"407",2019-01-27,13475,2.5,6.1,2.6,7.3,0.017,0,0,0,1,0
"408",2019-08-29,80269,18.5,31.1,0,4.5,11.417,0,0,0,0,0
"409",2019-10-26,40874,11.1,18.2,0,6.1,7.283,0,0,1,0,0
"410",2019-09-12,69034,14.7,22.7,0,6,2.75,0,0,0,0,0
"411",2019-05-16,40273,6.4,11.6,7,7.3,0,0,0,0,0,0
"412",2019-03-27,50974,4.1,10.6,1.6,7.2,0.567,0,0,0,0,0
"413",2019-02-14,49136,3.1,11.2,0,3.8,4.5,0,0,0,0,0
"414",2019-08-31,49020,19.7,33.9,0,0.7,12.017,0,0,1,0,0
"415",2019-11-20,47619,5,6.2,0,8,0,0,0,0,0,0
"416",2019-11-19,53383,4.2,8.6,6,5.8,3.817,0,0,0,0,0
"417",2019-08-10,48495,20.3,27.8,0,5.3,6.15,0,0,1,0,0
"418",2019-09-23,70933,8.5,23.3,0,5,10.2,0,0,0,0,0
"419",2019-06-07,71458,13.7,25.2,0.7,2.5,13.267,0,0,0,0,0
"420",2019-05-09,70960,10.4,18.4,0.2,6.4,2.783,0,0,0,0,0
"421",2019-09-19,65147,7.1,16.7,0,4.1,7.967,0,0,0,0,0
"422",2019-07-24,68869,18.2,32.6,0,1.6,14.717,0,0,0,0,0
"423",2019-11-30,23815,-1.3,5,0,3.1,3.15,0,0,1,0,0
"424",2019-06-24,75603,14.9,29.8,0,3.7,15.567,0,0,0,0,0
"425",2019-10-27,21269,6.2,16.8,0.5,5.9,0,0,0,0,1,0
"426",2019-09-18,63815,7.5,16.6,0,3,6.5,0,0,0,0,0
"427",2019-06-15,47154,17.9,31.9,0,5.4,10.317,0,0,1,0,0
"428",2019-12-01,17010,1.2,3.7,0,7.8,0,0,0,0,1,0
"429",2019-12-10,49250,1,6.3,0,0.8,6,0,0,0,0,0
"430",2019-05-20,66573,13.2,25.3,-999,6.3,6.55,0,0,0,0,0
"431",2019-04-09,74926,2.7,11.2,0,3.2,10.317,0,0,0,0,0
"432",2019-01-04,26626,-0.5,5.1,1.9,7.6,0,0,0,0,0,0
"433",2019-05-08,77453,2.8,18.3,0.1,5.7,9.1,0,0,0,0,0
"434",2019-12-15,15753,2.5,9.8,2,4.2,1.7,0,0,0,1,0
"435",2019-05-11,38987,6.8,15.1,0.8,6.9,2.683,0,0,1,0,0
"436",2019-09-28,28599,11.7,19.1,8,5.5,4.05,0,0,1,0,0
"437",2019-05-05,30575,1.1,12.8,0,2.8,7.25,0,0,0,1,0
"438",2019-12-11,44473,0.7,4.4,1.1,6.5,0,0,0,0,0,0
"439",2019-08-28,80075,19.3,33.7,0,3.7,8.117,0,0,0,0,0
"440",2019-04-26,78249,10.7,25.4,3.9,5.8,8.683,0,0,0,0,0
"441",2019-07-11,66459,10.4,24.4,0.8,5.1,7.7,0,0,0,0,0
"442",2019-03-26,49549,2,8,1.5,5.7,2.15,0,0,0,0,0
"443",2019-08-01,65572,15.2,24.6,0,5.1,4.367,0,0,0,0,0
"444",2019-07-27,44151,19.1,29,0,1.9,12.15,0,0,1,0,0
"445",2019-12-26,7728,3.9,6,0.8,6.9,0.383,0,0,0,1,0
"446",2019-08-04,43819,15.3,24.6,0,4.3,6.683,0,0,0,1,0
"447",2019-10-04,27890,4.6,11.6,22.5,7,1.983,0,0,0,0,0
"448",2019-09-16,62249,12.7,16.3,0.1,7,1.167,0,0,0,0,0
"449",2019-03-28,47219,8.2,10.2,0.2,8,0,0,0,0,0,0
"450",2019-05-30,47511,6.9,23.6,0,4.4,11.417,0,0,0,1,0
"451",2019-01-03,29203,-2.9,2,0.1,4.2,0,0,0,0,0,0
"452",2019-10-18,50831,10.2,19.3,2.1,5.7,6.133,0,0,0,0,0
"453",2019-11-11,51748,0.4,7.1,0,5.6,4.167,0,0,0,0,0
"454",2019-10-25,64073,11.7,18.6,0,5.8,5.367,0,0,0,0,0
"455",2019-06-13,74208,15.5,24.7,0,3.6,7.867,0,0,0,0,0
"456",2019-12-27,16122,0.8,4.4,0.1,6.8,0.817,0,0,0,0,0
"457",2019-12-17,47659,4.7,11.9,0,6.4,0.133,0,0,0,0,0
"458",2019-04-21,40264,6,21.1,0,1.2,13.017,0,0,0,1,0
"459",2019-10-15,64714,11.6,21.9,0,3.9,9.117,0,0,0,0,0
"460",2019-04-01,99965,-1.8,11.4,0,0.1,11.933,0,0,0,0,0
"461",2019-07-22,60269,15.9,25.4,0,7,3.717,0,0,0,0,0
"462",2019-05-02,65594,7.3,13.7,0.6,7.6,0.067,0,0,0,0,0
"463",2019-02-13,43824,4,8.3,0.3,8,0,0,0,0,0,0
"464",2019-10-17,52726,12.1,18.1,0.4,6.4,0.633,0,0,0,0,0
"465",2019-02-17,34308,0.7,14.3,0,4.8,8.5,0,0,0,1,0
"466",2019-04-10,68072,0.3,9.8,0,5,5.633,0,0,0,0,0
"467",2019-05-14,77668,4.1,13.5,0,3.3,7.583,0,0,0,0,0
"468",2019-08-20,80321,11.6,25.1,0.6,6.7,5.567,0,0,0,0,0
"469",2019-01-11,32308,0.1,5.8,1,7.8,0,0,0,0,0,0
"470",2019-09-26,66817,10.1,20.5,0.1,3.9,5.817,0,0,0,0,0
"471",2019-10-14,60517,14.9,23,0,2.9,9.367,0,0,0,0,0
"472",2019-12-16,44399,4.3,8.2,0.1,6,0,0,0,0,0,0
"473",2019-03-22,55359,6.1,10.7,0,5.1,0.467,0,0,0,0,0
"474",2019-09-13,63466,11.6,23,0,5.9,3.183,0,0,0,0,0
"475",2019-01-09,31215,1,3.2,3,7.9,0,0,0,0,0,0
"476",2019-02-23,28255,-3.8,5.1,0,3.2,8.017,0,0,1,0,0
"477",2019-05-26,47394,8.6,21.7,0,6.4,5.567,0,0,0,1,0
"478",2019-12-08,15383,7.7,11.4,0.5,7.4,0.05,0,0,0,1,0
"479",2019-01-31,41527,-1.6,4.2,0,6,2.033,0,0,0,0,0
"480",2019-08-24,50223,13.9,29.6,0,1.3,11.467,0,0,1,0,0
"481",2019-03-13,47860,5.1,10.2,1.6,6.6,2.933,0,0,0,0,0
"482",2019-12-04,48364,0.1,7.3,0,4,3.183,0,0,0,0,0
"483",2019-01-06,18408,1.1,3.6,0.3,6.7,0.167,0,0,0,1,0
"484",2019-05-01,46844,8.1,17.6,0.1,5.3,9.15,0,0,0,1,0
"485",2019-12-06,32808,-0.4,5.7,5.3,6.7,0,0,0,0,0,0
"486",2019-06-28,64232,13.2,24.8,0,3.3,8.917,0,0,0,0,0
"487",2019-10-12,33481,14.5,20.2,0,5,5.35,0,0,1,0,0
"488",2019-01-25,29167,-4.4,-2.4,1.2,7.5,0.567,0,0,0,0,0
"489",2019-12-30,20193,1.6,7.2,0,5.5,0.2,0,0,0,0,0
"490",2019-02-08,35722,2.6,8.5,0,5.1,3.283,0,0,0,0,0
"491",2019-02-01,36137,-3.6,2,1.4,5.5,0,0,0,0,0,0
"492",2019-08-22,80663,11.5,26.6,0,1.8,12.217,0,0,0,0,0
"493",2019-02-09,21468,5.3,11.2,1.4,6.2,3.05,0,0,1,0,0
"494",2019-02-28,59854,3.3,12.9,0,3.8,6.967,0,0,0,0,0
"495",2019-11-14,53253,3.4,9,0,4.3,6.467,0,0,0,0,0
"496",2019-06-12,66192,17.1,33.2,-999,5.9,8.95,0,0,0,0,0
"497",2019-10-31,58999,-3.1,7.2,0,3.4,7.883,0,0,0,0,0
"498",2019-11-04,39368,8.5,13,5,7,0.35,0,0,0,0,0
"499",2019-05-10,68413,8.5,16.8,0,6.1,2.533,0,0,0,0,0
"500",2019-07-17,65647,12.2,24.5,0,3.7,7.933,0,0,0,0,0
"501",2019-05-23,86447,8.4,19.3,0,5.8,11.85,0,0,0,0,0
"502",2019-02-24,29593,-2.6,13.2,0,2.3,7.067,0,0,0,1,0
"503",2019-07-01,67827,16.9,29.2,0,4.2,8.15,0,0,0,0,0
"504",2019-02-10,11116,4.3,9.1,11.3,6.8,0,0,0,0,1,0
"505",2019-03-02,28092,2.8,5.8,0.3,7.5,0,0,0,1,0,0
"506",2019-10-28,60167,5.5,12.3,1,2.5,5.85,0,0,0,0,0
"507",2019-03-01,48364,3.3,5.8,0,7.6,0,0,0,0,0,0
"508",2019-03-06,55249,1.2,12.7,1,5.5,6.933,0,0,0,0,0
"509",2019-11-18,45990,4,11.3,0.6,5.8,0,0,0,0,0,0
"510",2019-05-17,72628,6,20,0,5,6.133,0,0,0,0,0
"511",2019-12-13,39613,-0.5,2.8,0.5,4.5,2.933,0,0,0,0,0
"512",2019-12-28,13993,-1.4,2.4,0,7.1,0,0,0,1,0,0
"513",2019-04-16,71696,1.5,15.6,0,0.4,12.667,0,0,0,0,0
"514",2019-03-07,51175,7.9,16.9,0.2,5.7,1.083,0,0,0,0,0
"515",2019-04-11,62344,0.2,6.4,0,6.2,4.583,0,0,0,0,0
"516",2019-09-08,37445,11.5,21,2,6.8,6.5,0,0,0,1,0
"517",2019-07-25,65796,18.5,33.9,0,1.6,14.583,0,0,0,0,0
"518",2019-03-30,51141,3.8,18.8,0,4.2,10.9,0,0,1,0,0
"519",2019-12-07,19578,5.7,9.7,0.9,7,0.033,0,0,1,0,0
"520",2019-11-22,46144,6.8,10.2,0,6.8,0.15,0,0,0,0,0
"521",2019-05-04,38122,2.5,11.5,0,5.4,2.567,0,0,1,0,0
"522",2019-07-16,60275,13.4,21.3,0,6,2.917,0,0,0,0,0
"523",2019-07-10,63492,10.4,22.7,0.6,4.3,7.867,0,0,0,0,0
"524",2019-06-02,47414,14.9,31.5,0,3.1,12.167,0,0,0,1,0
"525",2019-01-17,41705,1.8,7.7,4,7.2,1.217,0,0,0,0,0
"526",2019-07-09,64774,10.1,18.7,0,4.6,4.6,0,0,0,0,0
"527",2019-02-02,14439,0.5,1.8,1.6,8,0,0,0,1,0,0
"528",2019-09-25,53590,11,17.1,2.1,6.6,0,0,0,0,0,0
"529",2019-08-25,44284,19,31.3,0,1.8,10.417,0,0,0,1,0
"530",2019-05-28,70202,9,19.8,0,6.8,3.217,0,0,0,0,0
"531",2019-10-16,33977,10.1,14.5,7.3,5.5,0,0,0,0,0,0
"532",2019-12-23,19606,5,8.4,1.4,7.5,0.1,0,0,0,0,0
"533",2019-01-20,18008,-6.3,1.2,0,2.7,7.017,0,0,0,1,0
"534",2019-10-10,45201,9.6,15.5,2.4,5.1,4.7,0,0,0,0,0
"535",2019-08-07,74953,17.4,25.8,0.3,6.6,3.267,0,0,0,0,0
"536",2019-08-02,56638,13.6,25.5,35.3,3.5,7.667,0,0,0,0,0
"537",2019-12-18,47963,0.2,12,0,4.4,1.317,0,0,0,0,0
"538",2019-11-10,26229,2.2,9.7,0,4,6.317,0,0,0,1,0
"539",2019-04-07,55994,7.2,19.2,0,0.4,12,0,0,0,1,0
"540",2019-08-13,80962,14,23,0,4.4,9.417,0,0,0,0,0
"541",2019-07-03,68569,11.2,21.1,0,3.8,7.833,0,0,0,0,0
"542",2019-02-05,33106,0,4.1,0,7.6,0,0,0,0,0,0
"543",2019-07-19,57033,16.2,25.3,0,6.6,1.7,0,0,0,0,0
"544",2019-09-15,40546,9.9,24.3,0.2,6.8,9.133,0,0,0,1,0
"545",2019-02-21,42191,6.2,10.9,2.6,7.4,0.733,0,0,0,0,0
"546",2019-06-11,70937,17.5,29.4,33.7,6.3,11.25,0,0,0,0,0
"547",2020-10-29,67386,8.1,11.9,1.9,6.5,2.383,0,0,0,0,1
"548",2020-03-24,36457,-3.7,8.4,0,0.7,11.25,1,0,0,0,0
"549",2020-03-07,20941,2.3,6.8,0.1,6.3,0,0,0,1,0,0
"550",2020-12-30,29956,-0.1,5.3,0,3.1,5.617,0,1,0,0,1
"551",2020-10-16,50775,7.7,11.2,0.1,7,1.05,0,0,0,0,1
"552",2020-09-06,56258,11.6,20,0,3.6,10.4,0,0,0,1,1
"553",2020-05-01,46533,9.3,17.7,0.8,6.3,4.4,1,0,0,1,1
"554",2020-11-30,53103,-1.3,2.6,0,7.1,0,0,0,0,0,1
"555",2020-06-06,66772,8.9,19.9,0.1,4.1,10,0,0,1,0,1
"556",2020-07-26,32855,15.3,23.5,10.2,6.1,3.967,0,0,0,1,1
"557",2020-06-12,86126,13.9,28.2,0,6.7,5.6,0,0,0,0,1
"558",2020-04-21,60277,4.7,16.7,0,0.1,13.1,1,0,0,0,1
"559",2020-10-12,64285,3.1,12.1,0,4.9,2.417,0,0,0,0,1
"560",2020-12-14,55336,3.3,7.6,0,7.2,1.333,0,1,0,0,1
"561",2020-12-13,20927,2,4.2,0.1,8,0,0,1,0,1,1
"562",2020-01-13,46022,2.1,8.2,0,5.5,0.683,0,0,0,0,0
"563",2020-08-30,41588,12.9,23.6,11.6,7.2,3.017,0,0,0,1,1
"564",2020-10-30,36202,7.7,13.8,14.6,8,0,0,0,0,0,1
"565",2020-01-07,43658,-0.5,5.8,0.4,5.3,0,0,0,0,0,0
"566",2020-03-22,24997,-3.1,6,0,0.4,11,1,0,0,1,0
"567",2020-03-01,20124,4.4,10.5,2.9,5,4.217,0,0,0,1,0
"568",2020-09-13,58462,11.6,25,0,4.5,9.617,0,0,0,1,1
"569",2020-12-26,10831,-0.7,2.1,0.2,6.6,0,0,1,0,1,1
"570",2020-11-20,57138,0.5,6.4,0,1.4,3.033,0,0,0,0,1
"571",2020-07-08,71994,13,18.2,0,7,0.283,0,0,0,0,1
"572",2020-04-19,50262,5.3,13.1,0,1.3,12.45,1,0,0,1,1
"573",2020-02-05,38695,1.7,5.9,0,5,7.183,0,0,0,0,0
"574",2020-10-08,69872,9.1,14.9,6.3,6.3,2.367,0,0,0,0,1
"575",2020-08-12,100227,18.4,31.5,0,0.9,13.75,0,0,0,0,1
"576",2020-01-19,18536,3.4,5,0,7.5,0.083,0,0,0,1,0
"577",2020-11-01,32046,10.6,15,5.4,7.3,0.2,0,0,0,1,1
"578",2020-11-22,24615,6.5,10.9,0.1,6.9,0.633,0,0,0,1,1
"579",2020-03-26,39229,-1,11.2,0,2,10.833,1,0,0,0,1
"580",2020-11-24,60637,0.4,7.8,0,3.3,5.717,0,0,0,0,1
"581",2020-08-19,100695,16.6,26.2,0,3.3,9.2,0,0,0,0,1
"582",2020-02-21,39761,4.2,8.4,0,7,1.867,0,0,0,0,0
"583",2020-04-06,53605,4.9,21.9,0,0.1,12.083,1,0,0,0,1
"584",2020-09-24,90059,13.5,22.9,6.9,5.7,3.15,0,0,0,0,1
"585",2020-12-11,47735,-1.2,1.3,0,8,0,0,1,0,0,1
"586",2020-02-25,43185,4.1,10.6,3.2,5.1,3.717,0,0,0,0,0
"587",2020-02-04,34854,3.5,6.8,2,7.3,0.55,0,0,0,0,0
"588",2020-08-29,67110,15,23.7,0,6.7,4.383,0,0,1,0,1
"589",2020-07-25,61031,14.2,26.8,0,4.4,6.033,0,0,1,0,1
"590",2020-06-15,95280,14.7,25,0,2.9,12.05,0,0,0,0,1
"591",2020-03-27,45149,3.5,15.6,0,2.2,10.683,1,0,0,0,1
"592",2020-08-04,88734,11.9,24.2,0,5.3,7.35,0,0,0,0,1
"593",2020-01-01,9075,-1.7,5.7,0,3.9,1.533,0,0,0,1,0
"594",2020-05-16,58462,8.4,16.4,0.2,5.3,9.333,0,0,1,0,1
"595",2020-04-25,50455,7.5,15.3,0,6.4,2.817,1,0,1,0,1
"596",2020-09-04,70547,15.3,23.2,0.4,6.9,3.417,0,0,0,0,1
"597",2020-03-20,34771,5,9.4,0,7.5,0,1,0,0,0,0
"598",2020-02-13,41753,1.4,5.9,0.9,5.3,3.133,0,0,0,0,0
"599",2020-06-24,99197,13.2,25.8,0,4.9,7.783,0,0,0,0,1
"600",2020-09-07,86410,12.4,20,0,4.2,6.767,0,0,0,0,1
"601",2020-01-12,19865,1.3,6.3,0,5.9,4.583,0,0,0,1,0
"602",2020-11-28,34123,-0.1,5.2,0,6.8,0,0,0,1,0,1
"603",2020-06-01,68172,8.1,24.4,0,0.6,14.9,0,0,0,1,1
"604",2020-12-01,54482,-1,4.1,0,6.5,0,0,0,0,0,1
"605",2020-03-29,9995,-3.5,5.7,0.1,4.8,0.283,1,0,0,1,1
"606",2020-01-08,40739,3.2,8.4,1.6,7.9,0,0,0,0,0,0
"607",2020-02-23,8900,3.8,8.5,16.4,7.6,0,0,0,0,1,0
"608",2020-06-07,49671,10,20,0,6.4,1.4,0,0,0,1,1
"609",2020-05-19,76046,10.9,20.2,0,6.2,2.717,0,0,0,0,1
"610",2020-01-30,34224,2.3,8.6,2.2,7.6,0,0,0,0,0,0
"611",2020-01-09,39088,7.2,10,3.9,8,0,0,0,0,0,0
"612",2020-07-12,55409,10.4,21.9,0,3.4,9.933,0,0,0,1,1
"613",2020-11-14,42184,8.9,15.2,0,6.2,0.983,0,0,1,0,1
"614",2020-05-07,68625,6.3,17,0,5.2,5.717,0,0,0,0,1
"615",2020-02-12,38009,3.1,6.8,0,5.3,0.45,0,0,0,0,0
"616",2020-10-04,52661,8.7,19,0,4.3,5.333,0,0,0,1,1
"617",2020-02-11,34731,3.4,6.9,0,6.6,0.017,0,0,0,0,0
"618",2020-04-11,50915,2.4,16.2,0,4.8,12.183,1,0,1,0,1
"619",2020-02-29,23519,1,12.1,1.1,7.1,2.9,0,0,1,0,0
"620",2020-04-27,72561,4.3,22.8,0,1.5,10.783,1,0,0,0,1
"621",2020-11-17,57855,8.3,11.3,0.6,7,0.867,0,0,0,0,1
"622",2020-07-29,82211,14.6,23.9,0,3.8,7.983,0,0,0,0,1
"623",2020-10-19,59141,6,11.3,0,5.6,1.3,0,0,0,0,1
"624",2020-04-14,42790,0.6,11,0,2.4,10.767,1,0,0,0,1
"625",2020-03-02,45447,3.1,8.9,0.3,6.2,2.267,0,0,0,0,0
"626",2020-12-16,44510,4.7,9.6,0,6.5,0.017,0,1,0,0,1
"627",2020-05-11,29950,2.3,15.9,6.1,6.4,0.317,0,0,0,0,1
"628",2020-03-10,38394,3,10.9,10.6,6.7,0.45,0,0,0,0,0
"629",2020-02-17,46498,7,12,0.4,6,0.567,0,0,0,0,0
"630",2020-05-29,79416,7.4,20.9,0,3.8,9.033,0,0,0,0,1
"631",2020-02-09,16667,5.4,13.7,7.9,7.2,5.5,0,0,0,1,0
"632",2020-10-10,47785,6.1,13,0,5.5,2.3,0,0,1,0,1
"633",2020-09-26,18456,8.6,12.1,19.9,8,0,0,0,1,0,1
"634",2020-09-01,93767,10.4,18.9,0,5.2,3.45,0,0,0,0,1
"635",2020-09-18,86674,5.1,20.2,0,3.9,11.467,0,0,0,0,1
"636",2020-11-04,68916,5.3,12.2,0,2.7,6.417,0,0,0,0,1
"637",2020-07-18,64612,11.7,27.8,0,2.2,12.55,0,0,1,0,1
"638",2020-03-25,37671,-3.2,10.2,0,0.5,11.3,1,0,0,0,1
"639",2020-11-27,53303,3.9,8.2,0.1,7.2,1.717,0,0,0,0,1
"640",2020-01-14,48771,2,10.2,0,6,0.133,0,0,0,0,0
"641",2020-01-27,45266,0.6,9.1,2.5,7.3,2.417,0,0,0,0,0
"642",2020-03-17,51847,3.8,16,0,4.8,5.817,1,0,0,0,0
"643",2020-01-03,21768,1.5,7.2,4.3,6.6,0,0,0,0,0,0
"644",2020-11-23,58744,3.1,8.8,0,3.3,5.017,0,0,0,0,1
"645",2020-03-09,39223,4.8,10.7,1.8,5.9,0.8,0,0,0,0,0
"646",2020-08-24,87291,15.4,23.2,0,6,5.217,0,0,0,0,1
"647",2020-11-03,72315,10.4,15,0,5.5,6.067,0,0,0,0,1
"648",2020-08-10,85592,21.7,32.6,0.2,5,7.233,0,0,0,0,1
"649",2020-07-24,75991,13,28.8,0,4.1,8.85,0,0,0,0,1
"650",2020-02-28,40574,1.4,8,2.8,6.2,1.867,0,0,0,0,0
"651",2020-09-03,92255,13.2,22.8,4.9,5.7,8.583,0,0,0,0,1
"652",2020-01-31,41342,6.1,11.3,0,7.2,2.517,0,0,0,0,0
"653",2020-05-02,35766,6.7,15.2,4.5,4.9,4.567,1,0,1,0,1
"654",2020-09-27,26426,7,12.6,0.3,7.6,0.133,0,0,0,1,1
"655",2020-10-06,80624,9.6,16.8,0.8,5.5,2.933,0,0,0,0,1
"656",2020-01-24,42703,-2.5,4,0,3.4,6.483,0,0,0,0,0
"657",2020-08-08,57409,20.2,35.9,0,0.6,13.567,0,0,1,0,1
"658",2020-05-17,61072,9.1,18.8,0,4.7,10.733,0,0,0,1,1
"659",2020-07-23,79787,14.3,24,0,4.1,9.2,0,0,0,0,1
"660",2020-09-08,91055,11.4,23.2,0,5.7,3,0,0,0,0,1
"661",2020-12-07,52074,2.4,8.4,0.1,6.5,0.333,0,0,0,0,1
"662",2020-06-18,90158,17.7,27.2,0,6.4,6.183,0,0,0,0,1
"663",2020-07-16,68476,13.5,21.7,1.3,5.8,4.15,0,0,0,0,1
"664",2020-03-14,32117,-1.2,8.7,0,1.2,9.75,0,0,1,0,0
"665",2020-12-25,10997,1.3,4,0.1,7.6,0.017,0,1,0,1,1
"666",2020-08-18,77221,18.4,25.9,7.3,6.8,2.7,0,0,0,0,1
"667",2020-12-08,58287,1.5,6.8,0.7,5.3,5.983,0,0,0,0,1
