"","date","Bike_total","min-temp","max-temp","niederschlag","LockDown1_Dummy","LockDown2_Dummy","Saturday_Dummy","Sunday_Holiday_Dummy","Pop_Up_Dummy"
"695",2020-12-03,7309,-0.8,1.2,5.2,0,1,0,0,0
"696",2020-02-02,9399,8.6,14,1.1,0,0,0,1,0
"697",2020-05-04,40827,9.4,19.4,0,0,0,0,0,0
"698",2020-07-20,54666,18.6,27.8,0,0,0,0,0,1
"699",2020-03-23,9019,-1.5,3.8,0,1,0,0,0,0
"700",2020-11-02,29772,11.9,19.3,1.5,0,0,0,0,0
"701",2020-12-18,20992,1.5,4.3,0,0,0,0,0,0
"702",2020-07-21,56486,19,27.3,0,0,0,0,0,1
"703",2020-05-23,19377,14.6,21.7,20.1,0,0,1,0,1
"704",2020-10-24,17701,9.6,16.8,1.6,0,0,1,0,1
"705",2020-05-28,27528,12.3,17.1,4,0,0,0,0,1
"706",2020-05-13,32903,7.5,16.9,2.1,0,0,0,0,1
"707",2020-10-02,41614,10.9,19.8,0,0,0,0,0,1
"708",2020-01-21,16150,-0.9,2.4,0,0,0,0,0,0
"709",2020-12-17,21163,3,3.9,0,0,0,0,0,0
"710",2020-04-08,33212,8.6,21.5,0,1,0,0,0,0
"711",2020-08-20,55186,17.9,28.4,0,0,0,0,0,1
"712",2020-11-16,26032,7.4,10.9,1.5,0,0,0,0,0
"713",2020-04-03,19419,4.1,14.5,0,1,0,0,0,0
"714",2020-05-12,31617,6.1,12.7,1,0,0,0,0,1
"715",2020-07-17,33829,14.7,20,8.5,0,0,0,0,1
"716",2020-12-19,11232,1.6,3.9,0,0,0,1,0,0
"717",2020-01-11,9393,0.3,7.9,0,0,0,1,0,0
"718",2020-10-15,29675,8.3,11.6,3.4,0,0,0,0,1
"719",2020-05-09,47997,13.1,25.8,0,0,0,1,0,1
"720",2020-01-10,16308,-0.1,2.8,0,0,0,0,0,0
"721",2020-02-03,7094,8.3,14.7,15.2,0,0,0,0,0
"722",2020-01-02,9727,-0.8,3.6,0,0,0,0,0,0
"723",2020-05-03,26413,10,15.7,0,0,0,0,1,0
"724",2020-03-16,19663,3.1,14,0,1,0,0,0,0
"725",2020-09-23,43989,16.1,22.1,6.4,0,0,0,0,1
"726",2020-12-06,11844,6.8,9.9,0,0,1,0,1,0
"727",2020-02-27,21038,3.6,8.1,0,0,0,0,0,0
"728",2020-01-05,5970,1.7,5.3,0,0,0,0,1,0
"729",2020-03-13,23899,8.6,15.4,3.7,0,0,0,0,0
